#n_{sat}	#E_{sat}	#K_{sat}	#J_{sym}	#L_{sym}	#m^*/m
0.155161	-16.112213	268.457092	31.132763	47.852200	0.736764
0.145777	-15.810515	292.263977	33.023041	53.970451	0.749175
0.156495	-15.977974	290.152496	32.773914	52.335236	0.724692
0.166848	-15.989007	287.948578	33.493561	60.919281	0.617635
0.158355	-15.904885	272.756989	31.350172	51.325405	0.633381
0.155023	-15.853485	265.777283	31.380171	54.978848	0.645214
0.162881	-16.124851	266.138306	29.879913	43.971687	0.667961
0.166921	-16.095745	243.626022	33.395744	58.920399	0.726097
0.142432	-16.123129	247.899841	29.534599	41.841789	0.700384
0.155005	-16.098190	270.493500	32.916229	66.539001	0.721087
0.165877	-15.970857	255.177795	31.051819	46.120815	0.690105
0.153188	-15.823101	230.599518	29.046404	42.132858	0.695577
0.147088	-15.985459	296.079834	31.771458	51.851566	0.683683
0.141261	-16.132660	279.518951	31.755398	57.779739	0.743768
0.152692	-16.067078	250.685898	31.604132	46.908760	0.651538
0.148280	-15.856501	275.901581	33.580647	67.957497	0.740087
0.168974	-15.899301	285.584045	31.507181	58.735378	0.641526
0.167906	-15.843146	291.439972	32.796680	58.918282	0.659410
0.144593	-16.124510	278.686188	30.804808	44.446342	0.726979
0.149877	-15.928766	235.982269	31.716541	40.922733	0.742569
0.163935	-15.863937	277.167694	31.290962	46.817356	0.672923
0.155064	-15.845485	231.145905	33.228073	64.063805	0.709319
0.154216	-15.914689	262.229279	31.398106	51.507240	0.724019
0.142328	-16.198534	260.051270	31.408054	47.180550	0.699691
0.150760	-16.005575	261.563324	33.870296	59.161823	0.712045
0.142587	-16.029779	288.297943	29.767242	44.346630	0.713126
0.160426	-16.148144	275.945618	33.052204	62.769409	0.619201
0.168607	-15.967560	288.763245	31.507898	50.036243	0.625122
0.152356	-15.955690	266.704803	29.181345	42.647110	0.645442
0.151966	-15.890148	240.090057	32.359375	45.829735	0.742901
0.161250	-15.868221	255.926514	31.307362	50.438690	0.674128
0.160104	-16.171213	282.825531	31.797586	45.761826	0.688635
0.157300	-15.891140	267.126495	33.503216	69.573158	0.735576
0.153520	-15.929744	259.016998	33.975956	58.296486	0.635505
0.147413	-15.813441	246.675293	28.994604	45.220123	0.696035
0.150819	-15.828522	211.779724	29.980051	51.795776	0.636020
0.150970	-15.963550	229.190674	29.232363	41.625618	0.717943
0.152570	-16.103495	256.128418	33.255157	62.381557	0.686734
0.160895	-15.834753	202.280746	33.411224	61.959747	0.593002
0.167986	-15.983561	275.239471	32.489639	52.361382	0.703563
0.156621	-16.068125	297.658264	33.940491	62.771500	0.679061
0.146111	-15.971053	297.492737	30.262856	53.480492	0.699559
0.166270	-15.905047	298.601624	32.122555	54.437542	0.637422
0.153977	-15.936906	268.443207	32.020557	60.913212	0.653307
0.153986	-15.996651	219.671707	31.335625	47.604637	0.691228
0.158347	-16.061560	253.697784	33.908447	66.782143	0.652770
0.143925	-15.866577	284.287567	30.195589	49.597630	0.701564
0.143723	-16.006285	238.631241	31.140923	45.910465	0.687077
0.148324	-16.195126	267.625549	28.702650	40.840614	0.734058
0.153890	-15.932293	281.782654	31.857891	57.070820	0.654222
0.154743	-15.924000	287.935669	32.688210	55.828907	0.657504
0.166928	-16.146257	281.938538	33.203655	63.462635	0.677329
0.148082	-16.186827	271.730011	33.114059	65.580788	0.743794
0.155432	-15.998180	250.000824	32.114132	55.143459	0.670287
0.155399	-15.915450	256.997559	32.127457	47.840740	0.655894
0.168029	-15.829715	291.672882	32.331688	59.524738	0.644542
0.159784	-15.914426	299.334686	31.209431	53.506775	0.731615
0.140920	-15.932673	228.728821	30.524704	52.226784	0.700093
0.167567	-15.822203	280.099243	30.239325	49.906116	0.694179
0.143619	-16.186705	291.816620	30.058605	50.269257	0.702166
0.148043	-15.851558	261.805908	30.658005	51.768333	0.733603
0.153069	-16.149672	247.585861	32.497334	55.263660	0.740973
0.156233	-16.011042	204.199570	31.874031	59.935566	0.613744
0.154915	-16.131433	237.869644	31.527016	49.216816	0.688548
0.167766	-16.136795	220.889053	32.817028	49.699936	0.629397
0.142082	-15.937972	243.622818	31.179098	41.785648	0.719395
0.160158	-15.832645	206.689072	33.513081	64.183731	0.726836
0.147449	-15.940734	290.343994	32.922615	60.688343	0.695295
0.149853	-16.085581	298.430817	32.409336	61.592560	0.693664
0.157718	-15.886075	206.129166	32.412605	52.566536	0.682371
0.151536	-15.893332	272.616028	32.155659	51.461895	0.741279
0.153119	-15.900134	265.782471	30.835108	50.642040	0.644017
0.156695	-15.997697	253.812347	31.581755	49.378517	0.668748
0.159670	-15.886766	291.099915	31.648054	43.981346	0.731334
0.162195	-15.836596	279.782074	32.187775	47.372395	0.744262
0.145368	-15.912976	235.414352	28.962296	40.936981	0.717512
0.145121	-15.985871	243.351791	30.374233	45.415230	0.665492
0.167996	-15.966107	211.214905	33.019058	48.204861	0.684942
0.151613	-15.880226	223.260529	32.604374	62.442551	0.719925
0.145470	-16.098373	231.759979	32.004070	49.020721	0.733006
0.149377	-15.924129	275.489990	33.349949	66.937279	0.697379
0.166076	-16.150272	257.608734	31.060179	47.501125	0.732030
